-4.,-3.1365926535897932,6.351553342371842e-8
-4.,-3.073227145436464,6.815959726717917e-8
-4.,-3.0098616372831346,8.200853985837936e-8
-4.,-2.946496129129806,1.0851775076441654e-7
-4.,-2.8831306209764764,1.5369603777366126e-7
-4.,-2.8197651128231476,2.2603803267754312e-7
-4.,-2.7563996046698183,3.3526424078148623e-7
-4.,-2.693034096516489,4.891355914225681e-7
-4.,-2.62966858836316,6.886001405621998e-7
-4.,-2.5663030802098303,9.232744046263346e-7
-4.,-2.502937572056502,1.170415941621888e-6
-4.,-2.4395720639031726,1.3994615759878794e-6
-4.,-2.3762065557498433,1.5809471190331373e-6
-4.,-2.3128410475965144,1.6955873571630376e-6
-4.,-2.2494755394431847,1.739078228611868e-6
-4.,-2.1861100312898563,1.7209331886233968e-6
-4.,-2.1227445231365265,1.6590434547491812e-6
-4.,-2.0593790149831976,1.5732556659431467e-6
-4.,-1.9960135068298683,1.4806065749526075e-6
-4.,-1.932647998676539,1.3931424563985727e-6
-4.,-1.8692824905232102,1.3178611900937968e-6
-4.,-1.8059169823698806,1.2578011155883683e-6
-4.,-1.742551474216552,1.2134485900617838e-6
-4.,-1.6791859660632227,1.1840040981314138e-6
-4.,-1.6158204579098934,1.1683432647215106e-6
-4.,-1.552454949756564,1.1656562787898656e-6
-4.,-1.4890894416032348,1.1757884363767234e-6
-4.,-1.4257239334499061,1.1992986850468446e-6
-4.,-1.3623584252965764,1.2372390753484697e-6
-4.,-1.2989929171432477,1.2906440773622373e-6
-4.,-1.2356274089899184,1.3597069416011594e-6
-4.,-1.172261900836589,1.4426338542761075e-6
-4.,-1.10889639268326,1.5342603180263077e-6
-4.,-1.0455308845299307,1.6247477388351174e-6
-4.,-0.9821653763766018,1.6990379848370393e-6
-4.,-0.9187998682232725,1.7380340939037639e-6
-4.,-0.8554343600699434,1.7222918202386786e-6
-4.,-0.7920688519166144,1.6379733132249947e-6
-4.,-0.7287033437632853,1.48310731077367e-6
-4.,-0.6653378356099557,1.270908639081975e-6
-4.,-0.6019723274566267,1.0274960133810964e-6
-4.,-0.5386068193032976,7.84181989959367e-7
-4.,-0.47524131114996826,5.67877450280837e-7
-4.,-0.4118758029966392,3.9434826754734067e-7
